state,county,Biden,Trump
Maine,Carroll Plt.,14,0
Maine,Carthage,88,"1,184"
Maine,Cary Plt.0% in,0,136
Maine,Casco,"1,036",130
Maine,Castine,346,73
Maine,Castle Hill,97,177
Maine,Caswell,59,580
Maine,Chapman,97,145
Maine,Charleston,164,917
Maine,Charlotte,68,417
Maine,Chelsea,605,261
Maine,Cherryfield,212,460
Maine,Chester,61,"1,395"
Maine,Chesterville,314,324
Maine,China,"1,107","1,098"
Maine,Clifton,187,156
Maine,Clinton,641,204
Maine,Columbia,67,60
Maine,Columbia Falls,119,44
Maine,Cooper,33,847
Maine,Coplin Plt.,59,"1,147"
Maine,Corinna,363,478
Maine,Corinth,390,471
Maine,Cornish,429,36
Maine,Cornville,283,45
Maine,Cranberry Isles,95,120
Maine,Crawford,18,"1,800"
Maine,Crystal,39,520
Maine,Cumberland,"4,074",218
Maine,Cushing,424,30
Maine,Cutler,86,104
Maine,Cyr Plt.,26,463
Maine,Dallas Plt.,98,314
Maine,Damariscotta,980,756
Maine,Danforth,98,35
Maine,Dayton,582,582
Maine,Deblois,5,496
Maine,Dedham,545,392
Maine,Deer Isle,806,19
Maine,Denmark,404,214
Maine,Dennistown Plt.,5,276
Maine,Dennysville,137,"1,169"
Maine,Detroit,151,803
Maine,Dexter,617,446
Maine,Dixfield,460,"1,356"
Maine,Dixmont,265,580
Maine,Dover-Foxcroft,914,13
Maine,Dresden,542,"1,333"
Maine,Drew Plt.,5,106
Maine,Durham,"1,361",256
Maine,Dyer Brook,40,148
Maine,Eagle Lake,197,528
Maine,Eastbrook,65,567
Maine,East Machias,270,467
Maine,East Millinocket,370,339
Maine,Easton,241,903
Maine,Eastport,474,348
Maine,Eddington,503,66
Maine,Edgecomb,510,"1,788"
Maine,Edinburg,36,"2,359"
Maine,Eliot,"2,839",374
Maine,Ellsworth,"2,274",585
Maine,Embden,181,495
Maine,Enfield,279,255
Maine,Etna,216,366
Maine,Eustis,173,"1,845"
Maine,Exeter,190,"2,672"
Maine,Fairfield,"1,428",768
Maine,Falmouth,"6,147","1,541"
Maine,Farmingdale,903,421
Maine,Farmington,"2,225",985
Maine,Fayette,388,"1,141"
Maine,Fort Fairfield,674,441
Maine,Fort Kent,"1,069",459
Maine,Frankfort,220,236
Maine,Franklin,381,"1,675"
Maine,Freedom,201,19
Maine,Freeport,"4,327",361
Maine,Frenchboro,12,477
Maine,Frenchville,235,813
Maine,Friendship,309,"1,471"
Maine,Fryeburg,"1,060",42
Maine,Gardiner,"1,694",409
Maine,Garfield Plt.,11,294
Maine,Garland,177,66
Maine,Georgetown,525,"1,612"
Maine,Gilead,48,1
Maine,Glenburn,"1,108","4,275"
Maine,Glenwood Plt.,0,612
Maine,Gorham,"6,460",119
Maine,Gouldsboro,477,60
Maine,Grand Isle,107,"2,557"
Maine,Grand Lake Stream Plt,37,25
Maine,Gray,"2,653",499
Maine,Great Pond,18,"1,663"
Maine,Greenbush,193,644
Maine,Greene,914,242
Maine,Greenville,486,466
Maine,Greenwood,278,445
Maine,Guilford,248,61
Maine,Hallowell,"1,277",34
Maine,Hamlin,48,"2,265"
Maine,Hammond,11,778
Maine,Hampden,"2,451",92
Maine,Hancock,659,326
Maine,Hanover,101,"1,423"
Maine,Harmony,151,363
Maine,Harpswell,"2,379",796
Maine,Harrington,168,428
Maine,Harrison,741,610
Maine,Hartford,278,50
Maine,Hartland,266,427
Maine,Haynesville,12,"2,427"
Maine,Hebron,323,0
Maine,Hermon,"1,447",71
Maine,Hersey,8,528
Maine,Highland Plt.,42,613
Maine,Hiram,373,"1,200"
Maine,Hodgdon,185,"1,535"
Maine,Holden,871,443
Maine,Hollis,"1,268","1,639"
Maine,Hope,653,390
Maine,Houlton,"1,046",484
Maine,Howland,221,54
Maine,Hudson,120,69
Maine,Penobscot Nation Vot Dst,237,253
Maine,Indian Township Vtng Dst,191,306
Maine,Industry,232,9
Maine,Island Falls,132,120
Maine,Isle Au Haut,54,387
Maine,Islesboro,309,191
Maine,Jackman,144,"1,375"
Maine,Jackson,134,951
Maine,Jay,"1,220",212
Maine,Jefferson,679,447
Maine,Jonesboro,124,514
Maine,Jonesport,243,"2,682"
Maine,Kenduskeag,242,926
Maine,Kennebunk,"5,368",444
Maine,Kennebunkport,"1,777",0
Maine,Kingfield,407,"1,809"
Maine,Kingsbury Plt.0% in,0,315
Maine,Kittery,"4,418",248
Maine,Knox,147,71
Maine,LaGrange,101,38
Maine,Lake View Plt.,40,576
Maine,Lakeville,29,"2,178"
Maine,Lamoine,616,350
Maine,Lebanon,"1,232",818
Maine,Lee,140,"1,149"
Maine,Leeds,505,"7,232"
Maine,Levant,477,308
Maine,Lewiston,"9,616",948
Maine,Liberty,265,423
Maine,Limerick,813,"1,357"
Maine,Limestone,325,"1,723"
Maine,Limington,856,20
Maine,Lincoln,813,551
Maine,Lincoln Plt.,12,411
Maine,Lincolnville,"1,059","2,853"
Maine,Linneus,93,"1,260"
Maine,Lisbon,"2,190",381
Maine,Litchfield,850,783
Maine,Littleton,141,809
Maine,Livermore,573,53
Maine,Livermore Falls,540,353
Maine,Long Island,133,193
Maine,Lovell,399,406
Maine,Lowell,56,169
Maine,Lubec,457,"1,537"
Maine,Ludlow,78,461
Maine,Lyman,"1,315",337
Maine,Machias,395,30
Maine,Machiasport,216,940
Maine,Macwahoc Plt.,12,"1,411"
Maine,Madawaska,"1,143",10
Maine,Madison,928,810
Maine,Magalloway Plt.,6,726
Maine,Manchester,832,191
Maine,Mapleton,406,208
Maine,Mariaville,113,511
Maine,Marshfield,102,85
Maine,Mars Hill,222,14
Maine,Masardis,34,257
Maine,Matinicus Isle Plt.,36,48
Maine,Mattawamkeag,120,989
Maine,Maxfield,17,70
Maine,Mechanic Falls,650,112
Maine,Meddybemps,28,550
Maine,Medford,46,283
Maine,Medway,195,91
Maine,Mercer,183,676
Maine,Merrill,43,391
Maine,Mexico,556,922
Maine,Milbridge,326,"1,310"
Maine,Milford,861,781
Maine,Millinocket,"1,049","1,040"
Maine,Milo,410,7
Maine,Minot,676,"1,397"
Maine,Monhegan Plt.,51,266
Maine,Monmouth,"1,079",289
Maine,Monroe,308,335
Maine,Monson,173,266
Maine,Monticello,96,107
Maine,Montville,346,27
Maine,Moose River,13,355
Maine,Moro Plt.,2,199
Maine,Morrill,242,81
Maine,Moscow,74,381
Maine,Mount Chase,39,560
Maine,Mount Desert,"1,066","1,389"
Maine,Mount Vernon,576,16
Maine,Naples,"1,039",599
Maine,Nashville Plt.,7,93
Maine,Newburgh,366,403
Maine,New Canada,61,575
Maine,Newcastle,923,"1,757"
Maine,Newfield,362,253
Maine,New Gloucester,"1,720","1,118"
Maine,New Limerick,115,266
Maine,Newport,584,119
Maine,New Portland,185,528
Maine,Newry,163,178
Maine,New Sharon,391,293
Maine,New Sweden,137,559
Maine,New Vineyard,154,"1,128"
Maine,Nobleboro,729,"1,557"
Maine,Norridgewock,687,81
Maine,North Berwick,"1,465",85
Maine,Northfield,38,408
Maine,North Haven,221,"1,018"
Maine,Northport,670,"1,363"
Maine,North Yarmouth,"1,862",286
Maine,Norway,"1,400","1,853"
Maine,Oakfield,111,311
Maine,Oakland,"1,681","2,368"
Maine,Ogunquit,731,"1,668"
Maine,Old Orchrd Bch,"3,708",68
Maine,Old Town,"2,365",693
Maine,Orient,22,"1,200"
Maine,Orland,691,"1,405"
Maine,Orono,"3,728",31
Maine,Orrington,"1,089",323
Maine,Osborn,10,605
Maine,Otis,153,454
Maine,Otisfield,535,22
Maine,Owl's Head,584,"1,456"
Maine,Oxbow Plt.,13,537
Maine,Oxford,807,800
Maine,Palermo,381,"1,494"
Maine,Palmyra,325,333
Maine,Paris,"1,280",564
Maine,Parkman,148,165
Maine,Parsonsfield,469,362
Maine,Passadumkeag,55,267
Maine,Patten,149,306
Maine,Pembroke,208,146
Maine,Penobscot,512,258
Maine,Perham,62,561
Maine,Perry,206,385
Maine,Peru,322,745
Maine,Phillips,252,"1,156"
Maine,Phippsburg,794,"1,034"
Maine,Pittsfield,817,35
Maine,Pittston,691,40
Maine,Pleasant Point Votng Dst,196,505
Maine,Pleasant Ridge Plt.,12,"1,906"
Maine,Plymouth,230,160
Maine,Poland,"1,513",521
Maine,Portage Lake,99,"6,486"
Maine,Porter,328,489
Maine,Portland,"33,786","2,266"
Maine,Pownal,685,340
Maine,Presque Isle,"1,859",242
Maine,Princeton,118,533
Maine,Prospect,170,449
Maine,Randolph,467,86
Maine,Rangeley,294,"1,472"
Maine,Rangeley Plt.,57,818
Maine,Raymond,"1,589",58
Maine,Readfield,943,"1,056"
Maine,Reed Plt.,23,195
Maine,Richmond,934,221
Maine,Ripley,100,"1,363"
Maine,Robbinston,128,776
Maine,Rockland,"2,493",350
Maine,Rockport,"1,694",80
Maine,Rome,340,147
Maine,Roque Bluffs,101,"1,502"
Maine,Roxbury,89,"1,765"
Maine,Rumford,"1,275","4,497"
Maine,Sabattus,"1,034",334
Maine,Saco,"7,794",833
Maine,Saint Agatha,292,121
Maine,St. Albans,321,663
Maine,St. Francis,121,104
Maine,St. George,"1,108",36
Maine,St. John Plt.,63,"5,182"
Maine,Sandy River Plt.,65,479
Maine,Sanford,"5,392","5,217"
Maine,Sangerville,255,481
Maine,Scarborough,"9,487",721
Maine,Searsmont,430,719
Maine,Searsport,843,305
Maine,Sebago,529,19
Maine,Sebec,117,321
Maine,Seboeis Plt.,22,"1,034"
Maine,Sedgwick,511,497
Maine,Shapleigh,704,96
Maine,Sherman,157,"1,688"
Maine,Shirley,34,"2,215"
Maine,Sidney,"1,184",342
Maine,Skowhegan,"1,876",111
Maine,Smithfield,269,365
Maine,Smyrna,46,213
Maine,Solon,243,94
Maine,Somerville,131,"1,734"
Maine,Sorrento,89,261
Maine,South Berwick,"2,748",173
Maine,South Bristol,429,"3,783"
Maine,Southport,306,403
Maine,South Portland,"12,075",381
Maine,South Thomaston,574,135
Maine,Southwest Harbor,728,169
Maine,Springfield,26,"3,078"
Maine,Stacyville,38,237
Maine,Standish,"2,820",524
Maine,Starks,137,409
Maine,Stetson,217,86
Maine,Steuben,245,508
Maine,Stockholm,70,102
Maine,Stockton Springs,529,220
Maine,Stoneham,83,121
Maine,Stonington,409,526
Maine,Stow,126,348
Maine,Strong,266,324
Maine,Sullivan,354,464
Maine,Sumner,206,129
Maine,Surry,596,454
Maine,Swan's Island,132,108
Maine,Swanville,339,18
Maine,Sweden,165,155
Maine,Talmadge,13,18
Maine,Temple,172,664
Maine,The Forks Plt.,18,211
Maine,Thomaston,960,100
Maine,Thorndike,228,"2,390"
Maine,Topsfield,24,422
Maine,Topsham,"3,944",451
Maine,Tremont,590,340
Maine,Trenton,509,"2,052"
Maine,Troy,233,786
Maine,Turner,"1,288",455
Maine,Union,726,47
Maine,Unity,444,415
Maine,Upton,16,65
Maine,Van Buren,471,"1,394"
Maine,Vanceboro,28,525
Maine,Vassalboro,"1,075",182
Maine,Veazie,646,208
Maine,Verona,158,287
Maine,Vienna,186,79
Maine,Vinalhaven,531,33
Maine,Wade,53,261
Maine,Waite,18,"1,568"
Maine,Waldo,227,616
Maine,Waldoboro,"1,294",134
Maine,Wales,275,159
Maine,Wallagrass,153,"1,259"
Maine,Waltham,68,518
Maine,Warren,919,540
Maine,Washburn,278,"2,471"
Maine,Washington,415,557
Maine,Waterboro,"1,861","2,627"
Maine,Waterford,452,343
Maine,Waterville,"5,019",33
Maine,Wayne,506,144
Maine,Webster Plt.,9,67
Maine,Weld,149,"3,333"
Maine,Wellington,50,45
Maine,Wells,"4,465",629
Maine,Wesley,27,"3,591"
Maine,West Bath,737,174
Maine,Westbrook,"7,274",30
Maine,Westfield,92,"1,317"
Maine,West Forks Plt.,21,24
Maine,West Gardiner,"1,000",125
Maine,Westmanland,30,552
Maine,Weston,55,231
Maine,West Paris,372,753
Maine,Westport,303,205
Maine,Whitefield,688,70
Maine,Whiting,147,70
Maine,Whitneyville,55,"1,117"
Maine,Willimantic,20,"5,280"
Maine,Wilton,978,899
Maine,Windham,"5,782",145
Maine,Windsor,477,"2,360"
Maine,Winn,60,179
Maine,Winslow,"2,184","1,245"
Maine,Winter Harbor,145,72
Maine,Winterport,"1,034","1,649"
Maine,Winterville Plt.,49,"1,112"
Maine,Winthrop,"1,963",409
Maine,Wiscasset,"1,114",534
Maine,Woodland,239,116
Maine,Woodstock,368,"1,062"
Maine,Woodville,19,"1,439"
Maine,Woolwich,"1,035","3,352"
Maine,Yarmouth,"4,785",19
Maine,York,"6,117",66
Maine,Frye Island,38,150
Maine,Chebeague Island,255,17
Maine,Aroostook Cty Townships,141,7
Maine,Franklin Cty Townships,31,159
Maine,Hancock Cty Townships,6,348
Maine,Oxford Cty Townships,152,61
Maine,Penobscot Cty Townships,150,173
Maine,Piscataquis Cty Townshps,26,21
Maine,Somerset Cty Townships,63,"264,866"
Maine,Washington Cty Townships9% in,9,"168,554"
Maine,ME Electoral Vote District ,288,"162,941"
Maine,ME Electoral Vote District ,930,"198,591"
Maryland,Allegany,"9,158","20,886"
Maryland,Anne Arundel,"172,823","127,821"
Maryland,Baltimore,"258,409","146,202"
Maryland,Baltimore City,"207,260","25,374"
Maryland,Calvert,"22,587","25,346"
Maryland,Caroline,"5,095","10,283"
Maryland,Carroll,"36,456","60,218"
Maryland,Cecil,"16,809","29,439"
Maryland,Charles,"62,171","25,579"
Maryland,Dorchester,"6,857","8,764"
Maryland,Frederick,"77,675","63,682"
Maryland,Garrett,"3,281","12,002"
Maryland,Harford,"63,095","80,930"
Maryland,Howard,"129,433","48,390"
Maryland,Kent,"5,329","5,195"
Maryland,Montgomery,"419,569","101,222"
Maryland,Prince George's,"379,208","37,090"
Maryland,Queen Anne's,"10,709","18,741"
Maryland,St. Mary's,"23,138","30,826"
Maryland,Somerset,"4,241","5,739"
Maryland,Talbot,"11,062","10,946"
Maryland,Washington,"26,044","40,224"
Maryland,Wicomico,"22,054","22,944"
Maryland,Worcester,"12,560","18,571"
Massachusetts,Abington,"5,209","4,236"
Massachusetts,Acton,"11,105","2,471"
Massachusetts,Acushnet,"2,664","3,290"
Massachusetts,Adams,"2,894","1,428"
Massachusetts,Agawam,"7,794","8,073"
Massachusetts,Alford,271,50
Massachusetts,Amesbury,"6,786","3,326"
Massachusetts,Amherst,"10,718",873
Massachusetts,Andover,"14,503","6,693"
Massachusetts,Arlington,"23,671","4,381"
Massachusetts,Ashburnham,"2,030","1,667"
Massachusetts,Ashby,956,"1,008"
Massachusetts,Ashfield,993,180
Massachusetts,Ashland,"7,308","2,936"
Massachusetts,Athol,"2,705","2,579"
Massachusetts,Attleboro,"13,661","9,272"
Massachusetts,Auburn,"5,620","4,306"
Massachusetts,Avon,"1,601","1,030"
Massachusetts,Ayer,"2,932","1,537"
Massachusetts,Barnstable,"16,491","11,436"
Massachusetts,Barre,"1,535","1,523"
Massachusetts,Becket,757,413
Massachusetts,Bedford,"6,452","2,180"
Massachusetts,Belchertown,"5,893","3,481"
Massachusetts,Bellingham,"5,211","4,402"
Massachusetts,Belmont,"11,999","2,956"
Massachusetts,Berkley,"1,764","2,251"
Massachusetts,Berlin,"1,375",816
Massachusetts,Bernardston,916,423
Massachusetts,Beverly,"16,703","7,205"
Massachusetts,Billerica,"13,328","10,731"
Massachusetts,Blackstone,"2,450","2,560"
Massachusetts,Blandford,307,454
Massachusetts,Bolton,"2,529","1,140"
Massachusetts,Boston,"242,717","45,425"
Massachusetts,Bourne,"6,527","5,331"
Massachusetts,Boxborough,"2,526",786
Massachusetts,Boxford,"3,117","2,271"
Massachusetts,Boylston,"1,877","1,318"
Massachusetts,Braintree,"12,612","8,744"
Massachusetts,Brewster,"4,940","2,338"
Massachusetts,Bridgewater,"7,688","6,572"
Massachusetts,Brimfield,"1,063","1,193"
Massachusetts,Brockton,"29,475","8,689"
Massachusetts,Brookfield,946,"1,054"
Massachusetts,Brookline,"27,150","3,418"
Massachusetts,Buckland,889,268
Massachusetts,Burlington,"9,447","5,566"
Massachusetts,Cambridge,"50,233","3,519"
Massachusetts,Canton,"9,222","4,965"
Massachusetts,Carlisle,"2,772",767
Massachusetts,Carver,"3,277","3,504"
Massachusetts,Charlemont,492,235
Massachusetts,Charlton,"3,759","4,127"
Massachusetts,Chatham,"3,107","1,834"
Massachusetts,Chelmsford,"13,901","7,823"
Massachusetts,Chelsea,"8,155","2,215"
Massachusetts,Cheshire,"1,124",775
Massachusetts,Chester,313,415
Massachusetts,Chesterfield,510,287
Massachusetts,Chicopee,"14,502","10,636"
Massachusetts,Chilmark,796,111
Massachusetts,Clarksburg,583,390
Massachusetts,Clinton,"4,688","2,886"
Massachusetts,Cohasset,"3,849","1,665"
Massachusetts,Colrain,667,306
Massachusetts,Concord,"10,024","1,977"
Massachusetts,Conway,989,278
Massachusetts,Cummington,413,162
Massachusetts,Dalton,"2,682","1,039"
Massachusetts,Danvers,"9,833","6,725"
Massachusetts,Dartmouth,"9,792","7,778"
Massachusetts,Dedham,"10,760","4,771"
Massachusetts,Deerfield,"2,425",839
Massachusetts,Dennis,"6,181","3,938"
Massachusetts,Dighton,"2,139","2,473"
Massachusetts,Douglas,"2,458","2,956"
Massachusetts,Dover,"2,761","1,142"
Massachusetts,Dracut,"8,706","8,812"
Massachusetts,Dudley,"2,744","3,192"
Massachusetts,Dunstable,"1,243",877
Massachusetts,Duxbury,"6,910","4,032"
Massachusetts,East Bridgewater,"4,183","4,366"
Massachusetts,East Brookfield,593,741
Massachusetts,Eastham,"2,864","1,151"
Massachusetts,Easthampton,"7,796","2,525"
Massachusetts,East Longmeadow,"5,295","4,623"
Massachusetts,Easton,"8,715","5,467"
Massachusetts,Edgartown,"2,185",854
Massachusetts,Egremont,783,174
Massachusetts,Erving,550,355
Massachusetts,Essex,"1,650",796
Massachusetts,Everett,"10,492","4,093"
Massachusetts,Fairhaven,"5,093","4,275"
Massachusetts,Fall River,"17,459","13,571"
Massachusetts,Falmouth,"14,134","7,319"
Massachusetts,Fitchburg,"9,897","6,186"
Massachusetts,Florida,209,203
Massachusetts,Foxborough,"6,740","4,357"
Massachusetts,Framingham,"23,622","7,712"
Massachusetts,Franklin,"12,475","7,345"
Massachusetts,Freetown,"2,483","2,906"
Massachusetts,Gardner,"5,213","3,939"
Massachusetts,Aquinnah,311,34
Massachusetts,Georgetown,"3,051","2,388"
Massachusetts,Gill,679,279
Massachusetts,Gloucester,"12,138","5,595"
Massachusetts,Goshen,418,231
Massachusetts,Gosnold,56,22
Massachusetts,Grafton,"7,139","4,011"
Massachusetts,Granby,"2,055","1,815"
Massachusetts,Granville,402,565
Massachusetts,Great Barrington,"3,368",654
Massachusetts,Greenfield,"6,883","2,265"
Massachusetts,Groton,"4,941","2,149"
Massachusetts,Groveland,"2,421","1,976"
Massachusetts,Hadley,"2,476",925
Massachusetts,Halifax,"2,354","2,398"
Massachusetts,Hamilton,"3,364","1,458"
Massachusetts,Hampden,"1,539","1,713"
Massachusetts,Hancock,257,207
Massachusetts,Hanover,"4,910","4,507"
Massachusetts,Hanson,"3,244","3,314"
Massachusetts,Hardwick,749,733
Massachusetts,Harvard,"3,074",954
Massachusetts,Harwich,"5,833","3,365"
Massachusetts,Hatfield,"1,578",686
Massachusetts,Haverhill,"19,020","12,571"
Massachusetts,Hawley,155,70
Massachusetts,Heath,294,158
Massachusetts,Hingham,"10,855","4,986"
Massachusetts,Hinsdale,771,402
Massachusetts,Holbrook,"3,710","2,381"
Massachusetts,Holden,"7,325","4,996"
Massachusetts,Holland,698,793
Massachusetts,Holliston,"6,771","2,579"
Massachusetts,Holyoke,"11,152","4,843"
Massachusetts,Hopedale,"2,285","1,385"
Massachusetts,Hopkinton,"7,047","2,981"
Massachusetts,Hubbardston,"1,390","1,442"
Massachusetts,Hudson,"7,414","3,852"
Massachusetts,Hull,"4,507","2,433"
Massachusetts,Huntington,585,593
Massachusetts,Ipswich,"6,273","3,109"
Massachusetts,Kingston,"4,522","3,775"
Massachusetts,Lakeville,"3,336","3,778"
Massachusetts,Lancaster,"2,458","1,762"
Massachusetts,Lanesborough,"1,237",604
Massachusetts,Lawrence,"17,023","5,803"
Massachusetts,Lee,"2,415",985
Massachusetts,Leicester,"3,101","3,146"
Massachusetts,Lenox,"2,701",602
Massachusetts,Leominster,"12,344","8,592"
Massachusetts,Leverett,"1,193",163
Massachusetts,Lexington,"16,308","3,337"
Massachusetts,Leyden,330,155
Massachusetts,Lincoln,"3,493",683
Massachusetts,Littleton,"4,479","1,980"
Massachusetts,Longmeadow,"6,679","3,493"
Massachusetts,Lowell,"25,544","12,346"
Massachusetts,Ludlow,"5,467","5,695"
Massachusetts,Lunenburg,"4,027","2,936"
Massachusetts,Lynn,"24,662","10,425"
Massachusetts,Lynnfield,"4,213","3,969"
Massachusetts,Malden,"19,111","6,026"
Massachusetts,Manchester,"2,712","1,014"
Massachusetts,Mansfield,"9,024","5,149"
Massachusetts,Marblehead,"10,128","3,790"
Massachusetts,Marion,"2,369","1,244"
Massachusetts,Marlborough,"12,610","6,100"
Massachusetts,Marshfield,"9,671","7,498"
Massachusetts,Mashpee,"5,982","4,086"
Massachusetts,Mattapoisett,"2,730","1,888"
Massachusetts,Maynard,"4,942","1,672"
Massachusetts,Medfield,"5,668","2,374"
Massachusetts,Medford,"23,495","7,566"
Massachusetts,Medway,"5,156","3,004"
Massachusetts,Melrose,"13,213","4,646"
Massachusetts,Mendon,"2,067","1,774"
Massachusetts,Merrimac,"2,549","1,725"
Massachusetts,Methuen,"14,328","11,127"
Massachusetts,Middleborough,"6,324","7,164"
Massachusetts,Middlefield,199,124
Massachusetts,Middleton,"2,764","2,966"
Massachusetts,Milford,"8,700","5,544"
Massachusetts,Millbury,"4,196","3,739"
Massachusetts,Millis,"3,502","2,001"
Massachusetts,Millville,821,976
Massachusetts,Milton,"12,862","4,441"
Massachusetts,Monroe,28,31
Massachusetts,Monson,"2,446","2,588"
Massachusetts,Montague,"3,520","1,211"
Massachusetts,Monterey,481,102
Massachusetts,Montgomery,246,312
Massachusetts,Mount Washington,102,16
Massachusetts,Nahant,"1,629",842
Massachusetts,Nantucket,"5,241","1,914"
Massachusetts,Natick,"16,330","4,971"
Massachusetts,Needham,"15,573","4,078"
Massachusetts,New Ashford,98,48
Massachusetts,New Bedford,"21,267","12,964"
Massachusetts,New Braintree,319,337
Massachusetts,Newbury,"3,138","1,754"
Massachusetts,Newburyport,"9,224","3,253"
Massachusetts,New Marlborough,678,264
Massachusetts,New Salem,419,237
Massachusetts,Newton,"40,907","8,357"
Massachusetts,Norfolk,"4,100","2,570"
Massachusetts,North Adams,"4,216","1,600"
Massachusetts,Northampton,"15,649","1,855"
Massachusetts,North Andover,"11,022","6,548"
Massachusetts,North Attleborough,"9,724","7,050"
Massachusetts,Northborough,"6,476","2,913"
Massachusetts,Northbridge,"4,720","4,244"
Massachusetts,North Brookfield,"1,181","1,459"
Massachusetts,Northfield,"1,211",592
Massachusetts,North Reading,"5,585","4,116"
Massachusetts,Norton,"5,918","4,735"
Massachusetts,Norwell,"4,291","2,920"
Massachusetts,Norwood,"11,212","5,824"
Massachusetts,Oak Bluffs,"2,420",730
Massachusetts,Oakham,554,664
Massachusetts,Orange,"1,984","1,699"
Massachusetts,Orleans,"3,288","1,458"
Massachusetts,Otis,550,441
Massachusetts,Oxford,"3,593","3,765"
Massachusetts,Palmer,"3,108","3,240"
Massachusetts,Paxton,"1,625","1,268"
Massachusetts,Peabody,"16,860","12,704"
Massachusetts,Pelham,819,89
Massachusetts,Pembroke,"6,174","5,263"
Massachusetts,Pepperell,"3,869","3,205"
Massachusetts,Peru,299,216
Massachusetts,Petersham,528,321
Massachusetts,Phillipston,465,607
Massachusetts,Pittsfield,"16,404","5,017"
Massachusetts,Plainfield,316,116
Massachusetts,Plainville,"3,196","2,474"
Massachusetts,Plymouth,"21,266","15,152"
Massachusetts,Plympton,962,912
Massachusetts,Princeton,"1,530",977
Massachusetts,Provincetown,"2,402",182
Massachusetts,Quincy,"30,446","14,340"
Massachusetts,Randolph,"13,676","3,523"
Massachusetts,Raynham,"4,372","4,243"
Massachusetts,Reading,"11,134","5,444"
Massachusetts,Rehoboth,"3,650","4,076"
Massachusetts,Revere,"13,360","7,203"
Massachusetts,Richmond,828,215
Massachusetts,Rochester,"1,762","1,991"
Massachusetts,Rockland,"5,400","4,319"
Massachusetts,Rockport,"3,861","1,306"
Massachusetts,Rowe,152,113
Massachusetts,Rowley,"2,180","1,942"
Massachusetts,Royalston,408,357
Massachusetts,Russell,366,512
Massachusetts,Rutland,"2,818","2,667"
Massachusetts,Salem,"18,023","5,433"
Massachusetts,Salisbury,"2,845","2,597"
Massachusetts,Sandisfield,306,200
Massachusetts,Sandwich,"7,739","6,044"
Massachusetts,Saugus,"8,001","7,543"
Massachusetts,Savoy,226,161
Massachusetts,Scituate,"8,608","4,614"
Massachusetts,Seekonk,"4,786","3,970"
Massachusetts,Sharon,"8,778","2,603"
Massachusetts,Sheffield,"1,542",578
Massachusetts,Shelburne,927,209
Massachusetts,Sherborn,"2,267",579
Massachusetts,Shirley,"2,100","1,493"
Massachusetts,Shrewsbury,"13,590","7,058"
Massachusetts,Shutesbury,"1,154",144
Massachusetts,Somerset,"5,815","5,113"
Massachusetts,Somerville,"37,027","4,283"
Massachusetts,Southampton,"2,231","1,811"
Massachusetts,Southborough,"4,618","1,851"
Massachusetts,Southbridge,"4,079","3,022"
Massachusetts,South Hadley,"6,590","3,230"
Massachusetts,Southwick,"2,360","3,221"
Massachusetts,Spencer,"2,989","3,287"
Massachusetts,Springfield,"39,361","13,957"
Massachusetts,Sterling,"2,841","2,444"
Massachusetts,Stockbridge,"1,099",237
Massachusetts,Stoneham,"8,676","5,372"
Massachusetts,Stoughton,"10,254","5,081"
Massachusetts,Stow,"3,551","1,258"
Massachusetts,Sturbridge,"3,417","2,515"
Massachusetts,Sudbury,"9,345","2,691"
Massachusetts,Sunderland,"1,605",394
Massachusetts,Sutton,"3,091","3,081"
Massachusetts,Swampscott,"6,845","2,555"
Massachusetts,Swansea,"4,736","5,123"
Massachusetts,Taunton,"14,996","11,148"
Massachusetts,Templeton,"2,061","2,289"
Massachusetts,Tewksbury,"9,954","8,783"
Massachusetts,Tisbury,"2,225",542
Massachusetts,Tolland,136,186
Massachusetts,Topsfield,"2,460","1,602"
Massachusetts,Townsend,"2,687","2,620"
Massachusetts,Truro,"1,386",340
Massachusetts,Tyngsborough,"4,034","3,375"
Massachusetts,Tyringham,234,72
Massachusetts,Upton,"3,173","1,988"
Massachusetts,Uxbridge,"4,351","4,093"
Massachusetts,Wakefield,"10,215","6,032"
Massachusetts,Wales,429,619
Massachusetts,Walpole,"9,474","6,243"
Massachusetts,Waltham,"20,424","7,787"
Massachusetts,Ware,"2,353","2,444"
Massachusetts,Wareham,"6,883","5,518"
Massachusetts,Warren,"1,149","1,375"
Massachusetts,Warwick,343,160
Massachusetts,Washington,240,107
Massachusetts,Watertown,"14,970","3,801"
Massachusetts,Wayland,"7,344","1,705"
Massachusetts,Webster,"4,046","4,039"
Massachusetts,Wellesley,"12,630","3,295"
Massachusetts,Wellfleet,"1,971",496
Massachusetts,Wendell,487,105
Massachusetts,Wenham,"1,761",765
Massachusetts,Westborough,"7,569","2,776"
Massachusetts,West Boylston,"2,788","1,872"
Massachusetts,West Bridgewater,"2,224","2,272"
Massachusetts,West Brookfield,"1,137","1,127"
Massachusetts,Westfield,"10,200","9,858"
Massachusetts,Westford,"10,229","4,656"
Massachusetts,Westhampton,746,426
Massachusetts,Westminster,"2,665","2,477"
Massachusetts,West Newbury,"2,111","1,061"
Massachusetts,Weston,"5,129","1,712"
Massachusetts,Westport,"5,319","5,018"
Massachusetts,West Springfield,"7,157","6,067"
Massachusetts,West Stockbridge,784,164
